Address,Latitude,Longitude
"62 Stirling St, Longmeadow, MA 01106",42.06955716224042,-72.5838609493665
"12 Prairie Rd, Chelmsford, MA 01824",42.570235579749706,-71.35251373255386
"1 South Union St, Lawrence, MA 01843",42.70346316692908,-71.15338290991687
"21 Gladstone St, East Boston, MA 02128",42.38910814370566,-71.00049568642687
"39 Kings Rd, Norwood, MA 02062",42.17403377795151,-71.1831621347617
"17 Roman Rd, Woburn, MA 01801",42.46294485666079,-71.19357497754217
"69 Baddacook Pond Rd, Groton, MA 01450",42.61468969047121,-71.53034488868768
"186 Dunbarton Rd Apt 5, Manchester, NH 03102",43.01210040335631,-71.48324518095376
"6255 Audubon Dr, Columbia, MD 21044",39.19866371231598,-76.8768966019447
"78 Hudson St, Northborough, MA 01532",42.324508038202616,-71.63717756217255
"73 Rose Avenue Ext, Bellingham, MA 02019",42.087276223555946,-71.4830495279377
"36 Pitcher Ave, Medford, MA 02155",42.42196650265287,-71.13990534549603
"13 Shawn Ave, Nashua, NH 03062",42.71467521195206,-71.53768373295185
"421 Greens Ridge Rd, Stewartsville, NJ 08886",40.66212670748216,-75.11033990936575
"12 Werf Dr, Redding, CT 06896",41.32077391151543,-73.45842415413871
"5 Forge Dr, Nashua, NH 03060",42.741415919043895,-71.48295183448106
"140 Evergreen Dr Apt 48, East Providence, RI 02914",41.80418195195831,-71.3448379815317
"1540 Broadway Rd, Dracut, MA 01826",42.700384610945314,-71.24755271712796
"10 Essex St, Bellingham, MA 02019",42.02139343624245,-71.49500112962312
"22 Howe Ln, Hollis, NH 03049",42.75810076480717,-71.53640526040805
"40 Sylvan Dr, Dover, NH 03820",43.1705663554088,-70.88488572253371
"15 Norcross Ter, Lynn, MA 01902",42.465933644980105,-70.92813385279732
"46 Morrill Rd., Hooksett, NH 03106",43.03234805716815,-71.42157927223916
"14 Belle Ave, Medford, MA 02155",42.4368885392108,-71.09446223320455
"38 Tammie Rd, Hopedale, MA 01747",42.13784611631954,-71.54190651762391
"704 Lisbon St, Lisbon Falls, ME 04252",43.99522543454899,-70.05900659862122
"1 Myopia Hill Rd, Brookline, NH 03033",42.77142041241306,-71.66147670779777
"99 Kernwood Dr, Lynn, MA 01904",42.49233143880868,-70.96996654549406
"6 Poplar Ln, South Dennis, MA 02660",41.705043220955815,-70.16854085136491
"60 Abigail St, East Greenwich, RI 02818",41.66694263967528,-71.46373172415656
"17 Reservoir Rd, Lynn, MA 01905",42.47296367020606,-70.97663785647673
"10 Lincoln Cir, Northbridge, MA 01534",42.15736184521676,-71.67120167602789
"48 Fiorenza Dr, Wilmington, MA 01887",42.601565874837696,-71.14735211765841
"15 Birch Rd, Wilmington, MA 01887",42.54871241684248,-71.18266812913195
"5 Dominic Dr, Salem, NH 03079",42.77482341296767,-71.20386232089879
"49 Chatham Dr, Bedford, NH 03110",42.92363472139939,-71.45625271497757
"14 Swing Ln, Wethersfield, CT 06109",41.69137764985612,-72.69978334810557
"21 Atherton Ave, Nashua, NH 03064",42.76965009921524,-71.45549381740067
"88 Hancock St, Lexington, MA 02420",42.46118905325718,-71.23053297961928
"178 Halls Village Rd, Chester, NH 03036",42.939438840128005,-71.25294446442186
"25 Tilton St, New Haven, CT 06511",41.32012519109416,-72.92664346654614
"15 Evergreen Rd, Stoneham, MA 02180",42.4999648999897,-71.10692946253378
"1 Gregoire St, Derry, NH 03038",42.913911962756536,-71.32671765798038
"3303 Archstone Ave, Tewksbury, MA 01876",42.615980137020856,-71.24060936801258
"25 Columbia St, Wilmington, MA 01887",42.54816042466463,-71.16961065824984
"28 Lassell St, Wakefield, MA 01880",42.476439647219934,-71.06484784440268
"4 Dewey St., Hardwick, VT 05843",44.50350385101674,-72.37227958640669
"58 Brookside Dr, Stratham, NH 03885",43.04609570501521,-70.90274093423288
"2043 Main St, Bethlehem, NH 03574",44.28018792430017,-71.68979297135225
"259 Notre Dame St, Westfield, MA 01085",42.13758765554879,-72.74566955596244
"44 Stanwood St, Dorchester, MA 02121",42.30908108849109,-71.07995822795435
"142 Smyth Rd, Manchester, NH 03104",43.00434232742042,-71.44784748532355
"4 Carpenter Rd, Norton, MA 02766",41.969132969982965,-71.16296254936162
"36 MILO LN, Somersworth, NH 03878",43.25371179725424,-70.92046445720764
"11 Bean Rd, Fremont, NH 03044",42.963310087569376,-71.08858188001996
"6 Ironwood St, Billerica, MA 01821",42.58085612068673,-71.25585511147086
"1910 E Pollock Rd, Lakeland, FL 33813",27.985715842278186,-81.9294251071507
"383 Oakland Pkwy, Franklin, MA 02038",42.10953600052128,-71.41965250311087
"7 Rosalie Ln, Southampton, MA 01073",42.23817327595469,-72.7260866340271
"31 Elda Rd, Framingham, MA 01701",42.31294375471983,-71.43396313079741
"140 Warren St, Concord, NH 03301",43.20103045059338,-71.54875392041457
"9 Primrose St, Roslindale, MA 02131",42.290255084654206,-71.12948639571485
"26 Ocean Ave, Gloucester, MA 01930",42.57909411394106,-70.7109151259129
"67 Kimball St, Manchester, NH 03102",42.99402077323571,-71.4903480368762
"76 Wilbur Ave, Warwick, RI 02889",41.72577834691536,-71.4178948104274
"14 Betten Ct, Franklin, MA 02038",42.12555314888797,-71.43728044189385
"157 Franklin St, Westfield, MA 01085",42.128004706101,-72.76189068861103
"39 School St, Manchester Center, VT 05255",43.17926001064512,-73.05651475725782
"12 Flagg St, Bridgewater, MA 02324",41.97117910477981,-70.95412102436666
"7 Redmond Ave, North Reading, MA 01864",42.5672957778198,-71.1293192090326
"1772 Us Route 7, Brandon, VT 05733",43.870149058138686,-73.10686623051511
"67 Century St, Medford, MA 02155",42.4268546748163,-71.1337608551791
"2436 Fairview Ave, Reading, PA 19606",40.32632743849975,-75.88867127679347
"56 Highland Ave, Holden, MA 01520",42.354866655487534,-71.85184688648282
"256 Anna Ave, Waterbury, CT 06708",41.52707854930404,-73.06125135453267
"12 Gemma Dr, Peabody, MA 01960",42.5085108234919,-70.95947715301912
"31 Van Dyke Rd, Hollis, NH 03049",42.7399099055777,-71.5731220459938
"15 Wintergreen Farm Rd, Pembroke, MA 02359",42.06419352449303,-70.82178451512557
"16 Olympic Ct, East Walpole, MA 02032",42.16625604242116,-71.21837561881702
"715 Belle St, Maryville, TN 37803",35.749177825495366,-83.96995255070999
"23 N Central Ave, Quincy, MA 02170",42.26809244861107,-71.02394707197034
"3808 N 25th St, Milwaukee, WI 53206",43.08644040241988,-87.94478911906012
"473 North Rd, Bedford, MA 01730",42.52361722764389,-71.28593344520942
"450 Walnut St, Manchester, NH 03104",43.00913644981448,-71.45927492215296
"111 Webster St, Unionville, CT 06085",41.7510272301977,-72.89067647635743
"117 Ford St, Ansonia, CT 06401",41.33688776531801,-73.0447741522689
"28 Fairway Dr, Merrimack, NH 03054",42.904015257955,-71.48070522846143
"64 Dorothy Ave, Portsmouth, RI 02871",41.57433316242475,-71.26954169002464
"4 Oakland Rd, North Reading, MA 01864",42.56651244001593,-71.12150920692793
"12 Angel Rd, North Reading, MA 01864",42.5800740146733,-71.05526337008006
"163 Parker Rd, Pittsford, VT 05763",43.68918720788658,-72.9911149160211
"312 Waynewood Ln, Lyndonville, VT 05851",44.57966080241722,-72.00246288539317
"26 Sherry Rd, Harvard, MA 01451",42.491633437203966,-71.55305500870078
"315 South St, Holbrook, MA 02343",42.13388195712526,-71.02108557517889
"9A Parkview Lane, Haverhill, MA 01835",42.76679374767911,-71.07320839929999
"134 Main St Apt 2, Beacon, NY 12508",41.50832945622306,-73.97627785371074
"558 Hackensack St, Carlstadt, NJ 07072",40.84009537388704,-74.08965531505271
"14 Beaver St, Nashua, NH 03063",42.75903447031083,-71.50583931557745
"35 Tighe Farm Rd, Wilton, NH 03086",42.86106854215958,-71.80488497270105
"135 Whippoorwill Rd, Litchfield, ME 04350",44.21081821703364,-69.94356641969858
"141 Plummer Hill Rd, Belmont, NH 03220",43.492682222374704,-71.45565566739384
"23 Birches Rd, Hubbardston, MA 01452",42.52285903632176,-72.03355929552542
"36 Dracut St, Lawrence, MA 01843",42.6913046469249,-71.16199882667698
"56 Stratton Rd, Jaffrey, NH 03452",42.81147850708302,-72.01996803717569
"4 Scott Rd., Bedford, NH 03110",42.928539662755256,-71.56065448157396
"4 Ash Ln, Medway, MA 02053",42.16356093123927,-71.42382268272193
"5 Almas Rd, Windham, NH 03087",42.82974110648271,-71.31228696633447
"28 Matthew Dr, Salem, NH 03079",42.81525385484967,-71.22628350909312
"16 Sarles Ave Apt 3, Mount Kisco, NY 10549",41.2032593834773,-73.72965054752208
"7 Cyr Rd, Littleton, NH 03561",44.28822040746285,-71.78363863750137
"10 Duncan St Unit 302, Haverhill, MA 01830",42.77652817688474,-71.08523451570268
"335 Ashmont St, Dorchester Center, MA 02124",42.287046216556455,-71.05932574851091
"1079 Plainfield St, Johnston, RI 02919",41.80147754115309,-71.46959253611755
"268 Shore Dr, Salem, NH 03079",42.81686675947213,-71.21432341042035
"49 Abbey Ln Apt 207, Goffstown, NH 03045",43.00064998003889,-71.51077067144952
"308 Devonshire Way, Lancaster, MA 01523",42.47493174525878,-71.69784446260945
"69 Rounds Ave, Providence, RI 02907",41.78776660671655,-71.42593009295248
"48 Norwood St Apt 9, Everett, MA 02149",42.40748936417439,-71.05777203810277
"61 Marblehead Rd, Windham, NH 03087",42.76949198905232,-71.29158350363222
"360 Knapps Hwy, Fairfield, CT 06825",41.18190495510157,-73.23525539222899
"1 Copley St, Lawrence, MA 01843",42.68946325106778,-71.16919425624285
"50 Meryl St, Hanson, MA 02341",42.06768049601807,-70.86082039507905
"7 Alderman Ln, East Granby, CT 06026",41.96942843658287,-72.72441689702497
"2 Colonel Daniels Dr, Bedford, NH 03110",42.90590666188826,-71.53747657802069
"17 Clydesdale Dr, Danville, NH 03819",42.91841321032729,-71.11829735910246
"87 Bushey Rd., Pittsfield, MA 01201",42.435247168248,-73.21058353496406
"15 Fieldcrest Dr, Bridgewater, MA 02324",42.001842824187385,-70.94130782801467
"95 Presidents Ln, Quincy, MA 02169",42.25318600538101,-71.0079916108291
"16 Kim Cir, Tolland, CT 06084",41.862227333492186,-72.3283875076281
"53 Johnson St, Springfield, MA 01108",42.089914844349366,-72.56117917585156
"1 Mohawk Rd, Raynham, MA 02767",41.94128716026486,-71.07169490900705
"310 Oakland St, Wellesley Hills, MA 02481",42.30691711406079,-71.2482532244594
"5 Brookfield Ests, Turner, ME 04282",44.28635515297164,-70.22136242193953
"3 Judy Dr, Londonderry, NH 03053",42.88620203760424,-71.36786763829608
"673 1St Crown Point Rd, Strafford, NH 03884",43.31261306787948,-71.1073577397594
"198 Range Rd, Windham, NH 03087",42.78240125787279,-71.30186759820346
"11 David Dr, Pelham, NH 03076",42.714952407063706,-71.34413125145437
"11 Aspen Dr, Saco, ME 04072",43.51455300566597,-70.46166833128737
"6 Linda St, Salem, NH 03079",42.7646639877665,-71.20306747270516
"46 Olde Hall Rd, Hebron, CT 06248",41.67468088967901,-72.42834066949547
"2 Mount Moriah Dr, Shelburne, NH 03581",44.38723368794364,-71.13766030701586
"8 Olive Rd, Westford, MA 01886",42.62031196575828,-71.45784909400683
"153 E Emerson St, Melrose, MA 02176",42.45893949172715,-71.05536802357042
"28 Greenleaf St, Manchester, NH 03103",42.939281877848295,-71.45396773894936
"460 Trimtown Rd, North Scituate, RI 02857",41.79997389729322,-71.61792028378275
"130 Gardiner Rd, Quincy, MA 02169",42.24886258047587,-71.04105286308429
"11 Osgood Pl, Amesbury, MA 01913",42.85338338115429,-70.93271546303859
"123 Queens Brook Rd, Pembroke, MA 02359",42.0580171245438,-70.82319153307081
"58 Halls Mill Rd, Newfields, NH 03856",43.04063790820869,-70.97172074066529
"10 Swamp Rd, Deerfield, NH 03037",43.15676950691616,-71.31072539766014
"194 Lynch St, Providence, RI 02908",41.83063375079642,-71.45229479617058
"2451 1st St Apt 2, Fort Lee, NJ 07024",40.86638198826616,-73.96447011970767
"8 Teri Cir Apt 199, Westbrook, ME 04092",43.66921918945989,-70.3670291006537
"184 Salem St, Woburn, MA 01801",42.48742125896376,-71.1373363384201
"73 Fort Hill Ave, Lowell, MA 01852",42.63994255305232,-71.29814658439773
"13 Gesner Dr, Spring Valley, NY 10977",41.11845416685375,-74.04832389978725
"30 Juniper Ridge Rd, Essex Jct, VT 05452",44.5002333101768,-73.09583751837575
"51 Maple St, Lebanon, NH 03766",43.64915951021407,-72.30796317171672
"17 Sand Hill Rd, Durham, CT 06422",41.454770264671,-72.6773138429562
"290 Rumson Rd, Little Silver, NJ 07739",40.34369628861052,-74.03790701723115
"21 Edward St, Newington, CT 06111",41.66384878563124,-72.74068883247733
"599 Nh Route 10, Orford, NH 03777",43.90630247352476,-72.13581458036498
"258 Washington St, Canton, MA 02021",42.14556362542609,-71.14992978690697
"37 Old Sudbury Rd, Wayland, MA 01778",42.36803191732294,-71.36648829910351
"3817 Landsdowne Dr, McKinney, TX 75072",33.18210353151162,-96.67079856406669
"16 Willard St, Malden, MA 02148",42.43760615150074,-71.0501514903796
"4 Boston Ave, Londonderry, NH 03053",42.861546792677245,-71.34222780894565
"99 Pearl St, Reading, MA 01867",42.53114186100352,-71.09990266869197
"304 Elm Dr, Seaford, DE 19973",38.63830445594742,-75.63382619490709
"97 Myrtle St, Manchester, ME 04351",44.33492132844391,-69.86076982104194
"344 Walnut Plain Rd, Rochester, MA 02770",41.75512375423014,-70.81810163812719
"45 Warren Dr, Wrentham, MA 02093",42.0874666018787,-71.34270879641397
"311 Meiggs Backus Rd, Sandwich, MA 02563",41.666740520620536,-70.46066639838695
"19 Trask Rd, Peabody, MA 01960",42.533647390587205,-70.95795750205812
"6 Webster Cir, Hillsborough, NH 03244",43.10889628613984,-71.8945393644147
"124 Goff St Apt 2, Auburn, ME 04210",44.1020258479024,-70.23342956952138
"39 Flanagan Dr, Framingham, MA 01701",42.31430913980303,-71.46973733694692
"9 Karla Ln, East Sandwich, MA 02537",41.71808321728028,-70.4297453735443
"20 Quaker Ln, Buzzards Bay, MA 02532",41.72270740974269,-70.5989822477249
"25702 Whiskey Creek Rd, Hollywood, MD 20636",38.373477066997694,-76.55702253400796
"77 Rideout Ave Apt 8-1, Lewiston, ME 04240",44.09874974070191,-70.16586322728581
"14 Haven Hill Rd, Rutland, MA 01543",42.38121210052424,-71.93472283315906
"1142 Route 106, Leeds, ME 04263",44.29431230196911,-70.11838376393123
"182 Littleworth Rd, Madbury, NH 03823",43.19364721178982,-70.9367000806026
"650 Twin Brook Ln, Coventry, RI 02816",41.67511352702253,-71.65647732647868
"48 Swanton Hill Rd, Fairfield, VT 05455",44.832748513350765,-73.00311010385363
"2 Fairhaven Rd, Nashua, NH 03060",42.73576185967206,-71.44588459289523
"719 De Lasalle Ct, Naperville, IL 60565",41.715223969942535,-88.16114240720061
"36 Grasshopper Ln, Scituate, MA 02066",42.236056603308256,-70.76203886648536
"241 Severn Rd, Millersville, MD 21108",39.1156813868383,-76.59661953149568
"12 Bonney Shores Rd, Meredith, NH 03253",43.66477235095235,-71.52013832022435
"45B Memorial Rd Apt 34, Somerville, MA 02145",42.396019227666855,-71.09219176463884
"151 Oak Hill Ave, Pawtucket, RI 02860",41.86111811731301,-71.38734512204509
"196 Stackpole St Apt 8, Lowell, MA 01852",42.64453483136172,-71.29645310633981
"58 Sweet Hill Rd, Plaistow, NH 03865",42.83287287190954,-71.07320027071232
"3392 N Sheldon Rd, Franklin, VT 05457",44.95707292489849,-72.90602405341743
"39 Wellman St, Lewiston, ME 04240",44.10889261272937,-70.19891183570475
"7674 Madden Pl, Fishers, IN 46038",39.95803176048411,-86.02984262685017
"114 E 122nd St Apt 8H, New York, NY 10035",40.80290826847927,-73.93993790215347
"11 Obed Hts, Old Saybrook, CT 06475",41.31956141410669,-72.37752667036784
"12 Pinegree Hill Rd, Derry, NH 03038",42.93470956932598,-71.30806848573626
"19 Garrison Cir, Methuen, MA 01844",42.73634622611923,-71.15751186618586
"255 Godfrey Rd, East Thetford, VT 05043",43.81280642772266,-72.22218479515016
"155 Concord Ave, Lexington, MA 02421",42.41493820545709,-71.21657454503408
"93 2nd St Apt 1E, Manchester, NH 03102",42.98245816966107,-71.4711942635326
"274 Bell St, Manchester, NH 03103",42.98208836932295,-71.45607917521555
"31 Greystone Rd, Franklin, MA 02038",42.0987770312434,-71.38108857849026
"30 Egerton Rd, Arlington, MA 02474",42.40429869115108,-71.14244189097302
"202 High St, Lawrence, MA 01841",42.713181215008746,-71.14994609687352
"110 Academy Ave Apt 3, Providence, RI 02908",41.827660747829206,-71.44378263073777
"230 Milk St, Fitchburg, MA 01420",42.57447578295609,-71.80310632445337
"546 1/2 Center St, Ludlow, MA 01056",42.17442430519392,-72.47514638105622
"90 Stevens Rd, Marshfield, MA 02050",42.07773850603128,-70.65833784252895
"2 Brigham St, Southborough, MA 01772",42.30596404849464,-71.57115092978107
"102 Bayswater St, Boston, MA 02128",42.383823929515074,-71.00268671702344
"102 Capen St, Milton, MA 02186",42.268704158062064,-71.08863562578604
"5 Charleston Ave, Londonderry, NH 03053",42.86431865867136,-71.3400594963017
"37 Fox Run Ln, Winthrop, ME 04364",44.29133871193107,-69.98476293537948
"56 Edgewood Rd, Westwood, MA 02090",42.20227278870986,-71.2359047905237
"22 Holbrook St, Medway, MA 02053",42.13901239228365,-71.45738659537136
"30 Lincoln St, Hopkinton, MA 01748",42.26480413500244,-71.52682999521271
"779 Main St Apt 5, Stoughton, MA 02081",42.15010904440231,-71.24997532767752
"43099 Dry Ridge Ter, Ashburn, VA 20148",39.01490050817379,-77.51060857379015
"78 Daggett Ave, Pawtucket, RI 02861",41.87848740203543,-71.34553933642319
"16 Busque Blvd, Standish, ME 04084",43.79184720544208,-70.48333237283985
"2 Cofran Ave Apt B, Tilton, NH 03276",43.44043058377622,-71.58535647890501
"11 Mason Dr., Salem, NH 03079",42.80292431636902,-71.24503646934325
"2 Brook Rd Apt 4, Salem, NH 03079",42.764790486815166,-71.21897379240923
"1823 Dorchester Ave Apt 2, Dorchester Center, MA 02124",42.28836444293055,-71.06357397763608
"725 S Mammoth Rd, Manchester, NH 03109",42.95068517406325,-71.41593161081961
"204 Northridge Ave, Torrington, CT 06790",41.81781411793539,-73.11709888723377
"11 Mcafee Farm Rd, Bedford, NH 03110",42.914008541465314,-71.5716311990392
"15 Manley Rd, Milton, VT 05468",44.65973226649714,-73.12223964261167
"1900 Faulkland Rd, Wilmington, DE 19805",39.74867330817177,-75.61531542548201
"617 Sunrise Way, Branchburg, NJ 08853",40.53273876701978,-74.74299778723154
"828 Montgomery St, Manchester, NH 03102",42.99971766598588,-71.48098547870065
"130 Jean St, Framingham, MA 01701",42.31709332281789,-71.42803974746687
"355 William St, Stoneham, MA 02180",42.48928318442339,-71.10781262446291
"66 Mcquade Ln, West Burke, VT 05871",44.60754054892817,-71.9664770981366
"622 Raymond Rd, Chester, NH 03036",42.98132171024985,-71.2155462509458
"26 Springs Rd, Canaan, NH 03741",43.678112195719486,-71.97461850534681
"69 Sargent Rd, Winchester, MA 01890",42.43598579953672,-71.13057156434404
"1200 Stokes Rd, Walterboro, SC 29488",32.95418099314857,-80.72643350898609
"186 Riverhill Rd, Southbury, CT 06488",41.470997508079286,-73.22695055820573
"98 Wyman Rd, Billerica, MA 01821",42.53008646112016,-71.24873143410615
"106 Oak Hill Rd, Sanbornville, NH 03872",43.56010753053686,-70.9962893616195
"399 Rimmon St, Manchester, NH 03102",42.99273928012085,-71.47862838983195
"52 Vernwood Dr, Vernon Rockville, CT 06066",41.8329120018813,-72.47889784387606
"1 Sumac St, Billerica, MA 01821",42.58262567487693,-71.25596888858598
"142 Kings Hwy, New Durham, NH 03855",43.51189227243042,-71.12513579769282
"217 Putnam Ave Unit 10, Cambridge, MA 02139",42.36397065772707,-71.11381439561211
"83 Ramshead Rd, Medford, MA 02155",42.42705979457103,-71.11792442648601
"25 Muddy Pond Rd, Kensington, NH 03833",42.917003508607365,-70.95347012515847
"24 Beverly Dr, Avon, CT 06001",41.80919829062413,-72.86807314320082
"46 Norton Dr, Norwood, MA 02062",42.17173400649581,-71.17682460537539
"109 Milton Rd, Warwick, RI 02888",41.762866443749125,-71.409048306374
"70 Aprils Way, Tewksbury, MA 01876",42.59220709203759,-71.2486488771926
"192 Needham St, Dedham, MA 02026",42.269595226510326,-71.18273301776387
"121 Old Harbor St Apt 754, Boston, MA 02127",42.33112587006226,-71.04741465206864
"9 Hearthstone Dr, Pelham, NH 03076",42.74004278057589,-71.32695147700002
"233 Stark St, Gilford, NH 03249",43.54871102747157,-71.44227226909412
"4090 Lake Vista Dr, Dexter, MI 48130",42.336567529994014,-83.83483969719722
"38 Laurel St, Fairhaven, MA 02719",41.63083459070138,-70.89972461458052
"865 Aden Rd, Parksville, NY 12768",41.85207509530211,-74.68188113457693
"345 Gore Rd, Oxford, ME 04270",44.1379007469633,-70.53160536772631
"6 Forest St, Freeport, ME 04032",43.85256546688108,-70.10482590176622
"17 Fuller Ln, Exeter, NH 03833",42.97801339768368,-70.91022656394998
"19 Bay Ave E, Hull, MA 02045",42.29122455466197,-70.88193435991661
"1223 Princess Ave, Camden, NJ 08103",39.9329393069469,-75.1025863275949
"337 Middle Tpke E, Manchester, CT 06040",41.7840589131261,-72.50764670743325
"9 Floyd Rd, Derry, NH 03038",42.89406285101887,-71.27191514047132
"39 N Lynnwood Dr, Hebron, OH 43025",39.92956510530787,-82.49722971837107
"673 Black Brook Rd, Goffstown, NH 03045",43.06095283318855,-71.5743622435596
"581 Chauncey Walker St, Belchertown, MA 01007",42.23061113009911,-72.40132536751723
"40 Mcquade Brook Rd, Bedford, NH 03110",42.9047651804633,-71.531814178481
"5 Kelley Ln, Atkinson, NH 03811",42.83289655589073,-71.12992565506536
"320 Burrage St, Lunenburg, MA 01462",42.572772888614935,-71.68666044526077
"59 Webster St, Malden, MA 02148",42.431763861059686,-71.0464532576956
"4 Tuck Away Ln, Kennebunk, ME 04043",43.39970020960606,-70.55678588019111
"84 Nashua St, Milford, NH 03055",42.83552421037744,-71.64742110746866
"10 Elm Ave, Brockton, MA 02301",42.0809160264452,-71.03170625082056
"26 Orchard Ridge Rd, Chappaqua, NY 10514",41.16112474828281,-73.76620875327465
"650 New Jersey Ave Apt 2R, Brooklyn, NY 11207",40.662756909275416,-73.89248541391285
"128 North St Apt 2, Newtonville, MA 02460",42.36343982859065,-71.2187070281472
"18 Lisa Ave, Acushnet, MA 02743",41.68921949576319,-70.90420206517088
"4 Appaloosa Dr, Dover, NH 03820",43.17234733644196,-70.88585008654607
"4 Lilac Ct, Derry, NH 03038",42.85020822891166,-71.30474090484202
"117 Sandy Mdws, Pittsford, VT 05763",43.67967296139663,-73.02833667209559
"158 Crow Ln, Newburyport, MA 01950",42.80802353726028,-70.92083438908635
"285 N End Blvd, Salisbury, MA 01952",42.85570174709358,-70.81784870410935
"91 Catherine Dr, Abington, MA 02351",42.1059813816013,-70.96920292717215
"33 Spring St, Newmarket, NH 03857",43.07901068479651,-70.93924885593981
"404 Hildred Dr, Burlington, VT 05401",44.48573761892326,-73.1952265941389
"75 Sampson Rd, Rochester, NH 03867",43.3109735265524,-71.0207988866922
"347 Farrell St Apt 405, South Burlington, VT 05403",44.450091842059685,-73.20528697509066
"278 Birch Pkwy, Wyckoff, NJ 07481",41.01283248161408,-74.16250673145744
"3 Sumac Ln, Gloucester, MA 01930",42.6076987323275,-70.65635435705649
"82 Pye Brook Ln, Boxford, MA 01921",42.66430456070975,-70.9734465776607
"38 Laurel Hill Dr, Niantic, CT 06357",41.35004278526228,-72.20879979661012
"1465 Hooksett Rd Unit 94, Hooksett, NH 03106",43.073660542024896,-71.45513744310618
"634 Richard a Fitts Dr, Abington, MA 02351",42.13386617725428,-70.97197763413352
"1 Scenic View Dr, Pelham, NH 03076",42.70534555594779,-71.36999454033585
"3 Noyes St, Pembroke, NH 03275",43.13824250698946,-71.45276247952833
"54 New Rye Rd., Epsom, NH 03234",43.18796724660152,-71.36486364551833
"4 Cobblestone Ln, West Warwick, RI 02893",41.66457691522479,-71.52986835120119
"11 Starting Gate Ln, Hinsdale, NH 03451",42.80973490431449,-72.53024204467575
"14 Allgrove Ln, Wilmington, MA 01887",42.5643634566908,-71.14741973398624
"177 Danforth Rd, Albion, ME 04910",44.48729102818684,-69.49586794610165
"71 Birchwood Rd, Manchester, NH 03104",43.00237643054671,-71.44416805962952
"70 Westford St, Chelmsford, MA 01824",42.60100600499308,-71.36221448327609
"14 Ellswick St, Somersworth, NH 03878",43.24238059567973,-70.87605005421402
"2236 Kellogg Rd, Saint Albans, VT 05478",44.84152991952433,-73.11198130631126
"60 Main St, Pittsfield, NH 03263",43.3047752411748,-71.32749660646975
"86 Bradlee St, Hyde Park, MA 02136",42.27020277132094,-71.11767467107993
"141 Redwood Rd, Portsmouth, RI 02871",41.56082986273442,-71.29216791791562
"180 Pond St, Winchester, MA 01890",42.46052920147478,-71.15301598107047
"42 Pearl Ave, Winthrop, MA 02152",42.37662340400434,-70.97296945580628
"14 Clifton Ave, Salem, NH 03079",42.79319701211761,-71.22944257859405
"90 Harris Ave, Cranston, RI 02920",41.80093244327888,-71.44784934841262
"21 Arthur St, Methuen, MA 01844",42.727891901273175,-71.15438034922282
"19 Lynchville Park Rd, Goffstown, NH 03045",43.00606137030858,-71.52197647081638
"6 Shannon St, Lewiston, ME 04240",44.09145505324667,-70.14501704929461
"22 Chatfield Dr, Litchfield, NH 03052",42.87647146140074,-71.45464852579853
"42 Pond Rd, Derry, NH 03038",42.90190904743951,-71.30034282786424
"15 Greenwood Rd, Northborough, MA 01532",42.30448357820002,-71.64232698457688
"15 Standish Way, Amherst, NH 03031",42.81986913838679,-71.60879325396266
"25 Melissa Dr, Pembroke, NH 03275",43.157721395259415,-71.47895505663374
"541 Grove St, Needham, MA 02492",42.271121206471264,-71.28551331538826
"8 Parsons Way, Bow, NH 03304",43.11377840957216,-71.52665187272163
"13 Columbia Ave, Nashua, NH 03064",42.77619537475557,-71.46884436279066
"205 Bowman St, Manchester, NH 03102",42.97762965130654,-71.47949224759213
"52 Conifer Dr, Northford, CT 06472",41.40427188787717,-72.79857622013114
"24 Moonbrook Dr, Rutland, VT 05701",43.610842779544846,-72.95387703733141
"54 Old Hawleyville Rd, Newtown, CT 06470",41.422288614325815,-73.37245458012303
"62 Falcon St, Boston, MA 02128",42.38197141313242,-71.03710821030923
"4808 Wheeler Rd, Oxon Hill, MD 20745",38.824140909702926,-76.97149153047341
"51 Fairmount Ave, Manchester, NH 03104",42.99275501243752,-71.40638318081415
"36 River St, Ashland, NH 03217",43.70594157736034,-71.62805982453587
"99 Shandon Rd Apt 303, Dorchester Center, MA 02124",42.29557844143413,-71.08903970087681
"38 Knollcrest Rd, Goffstown, NH 03045",43.01326915495563,-71.59562170825984
"103 Aunt Lizzies Ln, Marshfield, MA 02050",42.07241623751912,-70.6825377006052
"7 Cressbrook, Norfolk, MA 02056",42.12097678377278,-71.3396803961432
"99 Malden St, Everett, MA 02149",42.40608872037335,-71.04046872065108
"55 Francis St, East Hartford, CT 06108",41.78162872644061,-72.60752264125213
"15 Bullocks Crossing Rd, Grafton, NH 03240",43.58711629622108,-71.97025614163273
"380 Radio Rd Apt A5, Little Egg Harbor, NJ 08087",39.58676681883453,-74.35597907105584
"78 S Main St, Newton, NH 03858",42.855693596192,-71.04390356967657
"17 Greylock Dr, Gansevoort, NY 12831",43.14197788979404,-73.73397518189586
"37 Holmes Farm Rd, Oakland, ME 04963",44.57850611247396,-69.67031182870531
"90 Crestwood Dr, Stamford, CT 06905",41.0874899028217,-73.54439241706694
"8 Francoeur Dr, Somersworth, NH 03878",43.26321205553629,-70.8787332318249
"712 Plymouth St, Holbrook, MA 02343",42.14441660736772,-70.99033410531563
